,district,year,population,pop_growth
1935,Pemba,2016,49339.54296875,-0.016738664732152464
2050,Pemba,2017,49015.8671875,-0.006560169830819196
2165,Pemba,2018,47932.63671875,-0.022099587968245626
2280,Pemba,2019,47932.234375,-8.393941530071558e-06
2395,Pemba,2020,46932.30859375,-0.020861238669306226
31,Petauke,2000,198962.5,
146,Petauke,2001,198166.03125,-0.00400310988251551
261,Petauke,2002,199880.1875,0.008650101327595694
376,Petauke,2003,203011.109375,0.015663993085857975
491,Petauke,2004,207520.9375,0.02221468637299795
606,Petauke,2005,208717.96875,0.005768243264610451
721,Petauke,2006,215862.625,0.03423115073795002
836,Petauke,2007,220553.1875,0.021729386919111082
951,Petauke,2008,226491.125,0.026922927604480895
1066,Petauke,2009,233037.8125,0.02890483015614853
1181,Petauke,2010,240278.390625,0.031070400323981673
1296,Petauke,2011,256655.84375,0.0681603247066862
1411,Petauke,2012,265375.09375,0.03397253642310649
1526,Petauke,2013,277539.15625,0.04583724240323517
1641,Petauke,2014,291865.625,0.05161963069850617
1756,Petauke,2015,308789.78125,0.05798612375129819
1871,Petauke,2016,325205.78125,0.05316238100090942
1986,Petauke,2017,342930.96875,0.05450452766205238
2101,Petauke,2018,364067.625,0.06163530907413861
2216,Petauke,2019,386505.1875,0.0616302053773663
2331,Petauke,2020,408523.9375,0.05696883434455846
52,Rufunsa,2000,40420.96875,
167,Rufunsa,2001,41708.0546875,0.03184203588638623
282,Rufunsa,2002,42993.39453125,0.030817544797533403
397,Rufunsa,2003,44135.75390625,0.026570578747153073
512,Rufunsa,2004,45392.87890625,0.028483143228283714
627,Rufunsa,2005,46812.80859375,0.03128089078537144
742,Rufunsa,2006,47974.62890625,0.024818427849148783
857,Rufunsa,2007,49321.46875,0.02807400233114743
972,Rufunsa,2008,50761.93359375,0.02920563560366407
1087,Rufunsa,2009,52155.1328125,0.027445747632464768
1202,Rufunsa,2010,53659.4296875,0.028842738842368876
1317,Rufunsa,2011,55122.0234375,0.02725697530737481
1432,Rufunsa,2012,56790.1328125,0.030262121579977652
1547,Rufunsa,2013,58510.9765625,0.030301808866719737
1662,Rufunsa,2014,60193.30859375,0.028752417581904055
1777,Rufunsa,2015,61727.0,0.025479433546360175
1892,Rufunsa,2016,63333.12890625,0.026019876330455105
2007,Rufunsa,2017,64938.34765625,0.025345641021086385
2122,Rufunsa,2018,66454.390625,0.02334588149324568
2237,Rufunsa,2019,67954.75,0.02257727985900093
2352,Rufunsa,2020,69426.46875,0.021657334476250734
45,Samfya,2000,77016.75,
160,Samfya,2001,78553.9453125,0.01995923370565489
275,Samfya,2002,79664.2265625,0.014133997287890887
390,Samfya,2003,80936.859375,0.015974959745596262
505,Samfya,2004,82180.015625,0.015359581031432867
620,Samfya,2005,83413.9453125,0.015014960487846674
735,Samfya,2006,84677.03125,0.015142383360096545
850,Samfya,2007,85959.9375,0.015150581344926417
965,Samfya,2008,87067.703125,0.012886998958090201
1080,Samfya,2009,88552.7578125,0.017056320934158098
1195,Samfya,2010,89987.0234375,0.016196735826532693
1310,Samfya,2011,91392.8359375,0.015622391388202761
1425,Samfya,2012,92512.203125,0.012247865776541689
1540,Samfya,2013,94241.7421875,0.018695253210682772
1655,Samfya,2014,95935.1171875,0.01796841782308012
1770,Samfya,2015,96901.28125,0.010071015607472367
1885,Samfya,2016,98423.125,0.015705094198638303
2000,Samfya,2017,99757.2265625,0.0135547572026391
2115,Samfya,2018,100629.015625,0.008739106855119028
2230,Samfya,2019,101484.6484375,0.008502843908247737
2345,Samfya,2020,102523.9921875,0.01024138888001458
110,Senanga,2000,63217.25390625,
225,Senanga,2001,64026.08203125,0.01279442043147716
340,Senanga,2002,64899.15234375,0.01363616646219068
455,Senanga,2003,64913.20703125,0.00021656195793684496
570,Senanga,2004,65415.48828125,0.007737735862567874
685,Senanga,2005,67300.640625,0.028818134562336395
800,Senanga,2006,67763.046875,0.006870755548621599
915,Senanga,2007,69176.109375,0.020852995329543322
1030,Senanga,2008,69632.3359375,0.0065951463102214
1145,Senanga,2009,69680.140625,0.000686529998690677
1260,Senanga,2010,72341.109375,0.03818833782670761
1375,Senanga,2011,70078.9765625,-0.031270363864253414
1490,Senanga,2012,74028.703125,0.05636107654879119
1605,Senanga,2013,74050.75,0.00029781522665306426
1720,Senanga,2014,73613.265625,-0.005907899312295961
1835,Senanga,2015,75170.0859375,0.021148638078777093
1950,Senanga,2016,75523.03125,0.004695289463862773
2065,Senanga,2017,76450.6953125,0.012283194240829687
2180,Senanga,2018,76702.703125,0.003296344283984398
2295,Senanga,2019,77074.0078125,0.004840829232509503
2410,Senanga,2020,78222.546875,0.014901769028205836
85,Senga Hill,2000,63588.4375,
200,Senga Hill,2001,66034.109375,0.03846095251200343
315,Senga Hill,2002,68694.3984375,0.04028658957740361
430,Senga Hill,2003,71258.265625,0.03732279844960984
545,Senga Hill,2004,74120.2578125,0.04016365206755612
660,Senga Hill,2005,77118.421875,0.04044999506186797
775,Senga Hill,2006,80021.7734375,0.03764796389643443
890,Senga Hill,2007,82996.2265625,0.037170547430108725
1005,Senga Hill,2008,85981.8671875,0.0359732092488767
1120,Senga Hill,2009,89277.8046875,0.03833293702278606
1235,Senga Hill,2010,92762.4375,0.039031345189291855
1350,Senga Hill,2011,96456.15625,0.039819121290339154
1465,Senga Hill,2012,100226.484375,0.03908851722463291
1580,Senga Hill,2013,104049.9140625,0.03814789784698558
1695,Senga Hill,2014,108210.3671875,0.03998516637410132
1810,Senga Hill,2015,111963.0390625,0.03467941171013322
1925,Senga Hill,2016,116037.34375,0.036389729339390664
2040,Senga Hill,2017,119965.640625,0.033853729739483196
2155,Senga Hill,2018,124115.046875,0.03458828901660782
2270,Senga Hill,2019,127928.59375,0.03072590287010679
2385,Senga Hill,2020,131994.984375,0.03178640916624631
10,Serenje,2000,70438.4453125,
125,Serenje,2001,72027.4921875,0.022559368934822466
240,Serenje,2002,74057.765625,0.0281874791949559
355,Serenje,2003,75493.3125,0.019384150505823428
470,Serenje,2004,77719.59375,0.02948978096569821
585,Serenje,2005,78839.46875,0.014409172075735333
700,Serenje,2006,81000.1328125,0.027405867857271726
815,Serenje,2007,83580.484375,0.03185613989637548
930,Serenje,2008,85989.40625,0.02882158308860605
1045,Serenje,2009,88144.796875,0.025065769366211965
1160,Serenje,2010,88983.5078125,0.009515149699526715
1275,Serenje,2011,93114.5703125,0.046425035397623216
1390,Serenje,2012,93858.1328125,0.007985458102899967
1505,Serenje,2013,96519.03125,0.028350217053813243
1620,Serenje,2014,98655.59375,0.022136178454443378
1735,Serenje,2015,100960.8046875,0.02336624665542586
1850,Serenje,2016,103864.9609375,0.028765185251733216
1965,Serenje,2017,105945.6953125,0.020033073292658132
2080,Serenje,2018,107980.2890625,0.01920411909137698
2195,Serenje,2019,109578.328125,0.01479935899759477
2310,Serenje,2020,111951.4921875,0.021657239192341526
111,Sesheke,2000,28122.251953125,
226,Sesheke,2001,29563.79296875,0.051259800176308934
341,Sesheke,2002,30819.875,0.04248717451707651
456,Sesheke,2003,31632.50390625,0.026367040951658538
571,Sesheke,2004,32734.98828125,0.034852896193973804
686,Sesheke,2005,33954.80859375,0.03726350234249787
801,Sesheke,2006,34973.58203125,0.03000380445930495
916,Sesheke,2007,36420.1015625,0.0413603482181919
1031,Sesheke,2008,37194.12109375,0.021252536320408577
1146,Sesheke,2009,38302.75390625,0.02980666782542385
1261,Sesheke,2010,39923.44140625,0.04231255809874157
1376,Sesheke,2011,41530.92578125,0.04026417358770962
1491,Sesheke,2012,43298.8671875,0.042569275136365325
1606,Sesheke,2013,44717.81640625,0.032771047164015465
1721,Sesheke,2014,44994.125,0.006178937523241501
1836,Sesheke,2015,46971.1640625,0.04393993799190454
1951,Sesheke,2016,48389.703125,0.030200210933935656
2066,Sesheke,2017,50146.9375,0.036314221032948346
2181,Sesheke,2018,51160.6640625,0.020215124054185685
2296,Sesheke,2019,53020.31640625,0.03634926125036553
2411,Sesheke,2020,54279.8671875,0.02375600272920142
112,Shang'ombo,2000,31018.525390625,
227,Shang'ombo,2001,31270.12890625,0.008111395124574372
342,Shang'ombo,2002,32516.83203125,0.03986881949664167
457,Shang'ombo,2003,33414.9765625,0.02762091123719701
572,Shang'ombo,2004,35143.61328125,0.05173239357258641
687,Shang'ombo,2005,33894.53125,-0.03554221989792994
802,Shang'ombo,2006,35242.3203125,0.039764204218047716
917,Shang'ombo,2007,36096.46484375,0.02423633074315612
1032,Shang'ombo,2008,37404.1875,0.03622855207319353
1147,Shang'ombo,2009,38833.625,0.03821597514984121
1262,Shang'ombo,2010,37010.62890625,-0.046943752836620334
1377,Shang'ombo,2011,40817.75390625,0.10286572026764684
1492,Shang'ombo,2012,37987.796875,-0.06933152269352771
1607,Shang'ombo,2013,40462.25390625,0.06513820844605123
1722,Shang'ombo,2014,40819.51171875,0.008829409585727976
1837,Shang'ombo,2015,40991.19921875,0.004206015524706563
1952,Shang'ombo,2016,42963.05078125,0.048104266283530484
2067,Shang'ombo,2017,43527.59375,0.013140197413456844
2182,Shang'ombo,2018,44115.546875,0.013507595397459715
2297,Shang'ombo,2019,45195.84375,0.024487894892496476
2412,Shang'ombo,2020,44945.984375,-0.0055283706258940635
53,Shibuyunji,2000,38687.62109375,
168,Shibuyunji,2001,40092.98046875,0.03632581521604683
283,Shibuyunji,2002,41544.42578125,0.036201980883693974
398,Shibuyunji,2003,42884.71484375,0.032261585935914106
513,Shibuyunji,2004,44309.140625,0.033215232663663
628,Shibuyunji,2005,45983.59765625,0.03779032966180451
743,Shibuyunji,2006,47348.5703125,0.029683903083308927
858,Shibuyunji,2007,48924.90234375,0.0332920724078094
973,Shibuyunji,2008,50564.23046875,0.03350702906838654
1088,Shibuyunji,2009,52289.44140625,0.0341191969403396
1203,Shibuyunji,2010,54208.171875,0.03669441510845162
1318,Shibuyunji,2011,55709.30078125,0.027691930097024642
1433,Shibuyunji,2012,58215.70703125,0.044990804315454325
1548,Shibuyunji,2013,60157.21875,0.033350307292631554
1663,Shibuyunji,2014,61869.99609375,0.028471684352096238
1778,Shibuyunji,2015,64043.453125,0.03512941924154345
1893,Shibuyunji,2016,66159.7890625,0.03304531274054412
2008,Shibuyunji,2017,68402.5546875,0.03389922574996884
2123,Shibuyunji,2018,70413.7890625,0.029402913154171095
2238,Shibuyunji,2019,72464.0546875,0.029117388118116594
2353,Shibuyunji,2020,74266.0859375,0.02486793290509648
62,Shiwamg'andu,2000,57182.58984375,
177,Shiwamg'andu,2001,57447.015625,0.004624235837735524
292,Shiwamg'andu,2002,57888.30859375,0.007681738797897797
407,Shiwamg'andu,2003,58352.86328125,0.008025017465273843
522,Shiwamg'andu,2004,58716.3125,0.006228472748599279
637,Shiwamg'andu,2005,58922.171875,0.003505999716858943
752,Shiwamg'andu,2006,59351.01953125,0.007278205174781727
867,Shiwamg'andu,2007,59937.859375,0.009887611845336819
982,Shiwamg'andu,2008,59930.14453125,-0.00012871403534342463
1097,Shiwamg'andu,2009,60306.82421875,0.006285312515867281
1212,Shiwamg'andu,2010,60529.31640625,0.0036893368268400284
1327,Shiwamg'andu,2011,60948.859375,0.0069312358648523364
1442,Shiwamg'andu,2012,61595.74609375,0.010613598439470406
1557,Shiwamg'andu,2013,61860.29296875,0.0042948887184084406
1672,Shiwamg'andu,2014,62276.3359375,0.006725525353721951
1787,Shiwamg'andu,2015,62690.26171875,0.006646598182420638
1902,Shiwamg'andu,2016,62945.28125,0.00406792896150443
2017,Shiwamg'andu,2017,63120.34765625,0.0027812475021706806
2132,Shiwamg'andu,2018,63157.13671875,0.0005828399852985111
2247,Shiwamg'andu,2019,63082.71875,-0.001178298647093512
2362,Shiwamg'andu,2020,63036.19921875,-0.0007374370060738711
96,Siavonga,2000,34095.48046875,
211,Siavonga,2001,36485.52734375,0.0700986418769074
326,Siavonga,2002,36346.453125,-0.003811763975334781
441,Siavonga,2003,38900.91796875,0.070280993718008
556,Siavonga,2004,40473.78125,0.04043254923993089
671,Siavonga,2005,42171.53125,0.041946908531062865
786,Siavonga,2006,44104.03125,0.04582475292499599
901,Siavonga,2007,45810.6953125,0.03869632807091761
1016,Siavonga,2008,46094.59765625,0.006197293924777636
1131,Siavonga,2009,48914.17578125,0.06116938357998003
1246,Siavonga,2010,50599.078125,0.034446094957933715
1361,Siavonga,2011,52621.97265625,0.039978881161681246
1476,Siavonga,2012,57150.97265625,0.08606670885535661
1591,Siavonga,2013,58135.44140625,0.01722575669746429
1706,Siavonga,2014,55407.390625,-0.046925777378835076
1821,Siavonga,2015,58192.015625,0.050257284607508
1936,Siavonga,2016,59746.9453125,0.026720670710570493
2051,Siavonga,2017,62345.578125,0.043493986159595766
2166,Siavonga,2018,63722.11328125,0.022079114472081995
2281,Siavonga,2019,66525.0859375,0.04398744033925128
2396,Siavonga,2020,69106.8125,0.038808316082830974
113,Sikongo,2000,35508.1640625,
228,Sikongo,2001,36327.8515625,0.023084479911640088
343,Sikongo,2002,37270.1953125,0.02593998019339927
458,Sikongo,2003,37903.58984375,0.016994666272585057
573,Sikongo,2004,38854.65234375,0.025091620712459406
688,Sikongo,2005,39554.51171875,0.018012241334919077
803,Sikongo,2006,40400.9375,0.02139896928240348
918,Sikongo,2007,41046.59765625,0.015981316182328786
1033,Sikongo,2008,42259.046875,0.02953836098435758
1148,Sikongo,2009,43007.46484375,0.017710242518336416
1263,Sikongo,2010,43603.546875,0.013859966715443983
1378,Sikongo,2011,44925.4140625,0.030315588575614116
1493,Sikongo,2012,45432.45703125,0.011286328224924258
1608,Sikongo,2013,47051.88671875,0.03564477453610104
1723,Sikongo,2014,48629.08203125,0.033520341531203535
1838,Sikongo,2015,49353.890625,0.014904838081957195
1953,Sikongo,2016,50651.08203125,0.026283468026994994
2068,Sikongo,2017,51291.04296875,0.012634694301400407
2183,Sikongo,2018,52366.28125,0.020963470793625927
2298,Sikongo,2019,52991.5,0.011939338350477113
2413,Sikongo,2020,53895.8203125,0.017065384306917064
97,Sinazongwe,2000,87731.2421875,
212,Sinazongwe,2001,89772.9609375,0.023272424954800197
327,Sinazongwe,2002,91764.0,0.02217860524714288
442,Sinazongwe,2003,93612.734375,0.020146619316943504
557,Sinazongwe,2004,95523.2890625,0.020409132371313587
672,Sinazongwe,2005,97616.375,0.021911786728056493
787,Sinazongwe,2006,99478.0234375,0.019071067098117567
902,Sinazongwe,2007,101435.8828125,0.019681325657119553
1017,Sinazongwe,2008,103568.203125,0.02102136101522878
1132,Sinazongwe,2009,105693.6171875,0.020521878321426268
1247,Sinazongwe,2010,107835.8828125,0.020268637615076024
1362,Sinazongwe,2011,110255.546875,0.02243839433954653
1477,Sinazongwe,2012,112562.609375,0.020924684203104782
1592,Sinazongwe,2013,115043.7890625,0.022042663201187862
1707,Sinazongwe,2014,117366.9296875,0.02019353364428822
1822,Sinazongwe,2015,119341.3203125,0.016822376032643804
1937,Sinazongwe,2016,121651.6875,0.019359323170300202
2052,Sinazongwe,2017,123724.15625,0.017036087148400547
2167,Sinazongwe,2018,125709.53125,0.016046785528189833
2282,Sinazongwe,2019,127485.40625,0.014126812679527756
2397,Sinazongwe,2020,129303.5078125,0.014261252452180129
32,Sinda,2000,130038.125,
147,Sinda,2001,135042.03125,0.03848030145005543
262,Sinda,2002,138059.671875,0.022345936276784162
377,Sinda,2003,141666.46875,0.026124912699094338
492,Sinda,2004,144027.5,0.016666126224735178
607,Sinda,2005,149467.328125,0.03776937130061975
722,Sinda,2006,151000.359375,0.010256631126221327
837,Sinda,2007,155042.8125,0.026771149033896213
952,Sinda,2008,159355.515625,0.027816208023187183
1067,Sinda,2009,164016.734375,0.02925043875462019
1182,Sinda,2010,169509.984375,0.033492009342415585
1297,Sinda,2011,167111.171875,-0.014151452546259491
1412,Sinda,2012,175430.28125,0.04978188640327841
1527,Sinda,2013,180146.4375,0.026883364812481547
1642,Sinda,2014,184655.078125,0.025027642442277065
1757,Sinda,2015,187788.140625,0.016967107169828965
1872,Sinda,2016,192256.53125,0.0237948499310352
1987,Sinda,2017,196020.125,0.019575895422278444
2102,Sinda,2018,199387.515625,0.017178800518569126
2217,Sinda,2019,202716.03125,0.01669370128097758
2332,Sinda,2020,207611.859375,0.024151164043667572
114,Sioma,2000,42869.47265625,
229,Sioma,2001,44547.484375,0.039142345701454806
344,Sioma,2002,45318.8359375,0.017315266469522195
459,Sioma,2003,46315.0703125,0.02198278826874378
574,Sioma,2004,46649.12890625,0.007212740723397726
689,Sioma,2005,49767.09765625,0.06683873467961488
804,Sioma,2006,50571.97265625,0.016172833818026033
919,Sioma,2007,51715.48046875,0.022611493134204963
1034,Sioma,2008,52860.12109375,0.022133423389378848
1149,Sioma,2009,53616.4921875,0.014308917159091328
1264,Sioma,2010,57232.4765625,0.0674416439321448
1379,Sioma,2011,56656.328125,-0.010066809477846439
1494,Sioma,2012,61157.03125,0.07943866596984828
1609,Sioma,2013,61511.93359375,0.005803132305412628
1724,Sioma,2014,63996.50390625,0.040391679587072016
1839,Sioma,2015,65876.046875,0.02936946323666967
1954,Sioma,2016,66641.921875,0.011626001199696256
2069,Sioma,2017,68225.703125,0.023765539849986528
2184,Sioma,2018,70158.25,0.02832578905723082
2299,Sioma,2019,71263.65625,0.01575589827283319
2414,Sioma,2020,73553.9296875,0.0321380288076365
72,Solwezi,2000,119246.2109375,
187,Solwezi,2001,123082.8359375,0.03217397827433599
302,Solwezi,2002,127192.71875,0.033391193672096975
417,Solwezi,2003,133008.8125,0.04572662497632152
532,Solwezi,2004,138915.140625,0.04440553985849616
647,Solwezi,2005,143208.546875,0.03090668325053203
762,Solwezi,2006,149242.25,0.04213228369858779
877,Solwezi,2007,154556.796875,0.035610203377394845
992,Solwezi,2008,158161.046875,0.02331990616313684
1107,Solwezi,2009,163605.28125,0.03442209369860061
1222,Solwezi,2010,170013.84375,0.03917087792665619
1337,Solwezi,2011,176772.875,0.03975576988859175
1452,Solwezi,2012,185914.625,0.0517146649337461
1567,Solwezi,2013,193202.234375,0.03919868797304149
1682,Solwezi,2014,200964.09375,0.04017479093918985
1797,Solwezi,2015,208950.5,0.03974046358716765
1912,Solwezi,2016,215835.703125,0.03295135989145748
2027,Solwezi,2017,223479.4375,0.035414596678535526
2142,Solwezi,2018,229948.21875,0.02894575591546311
2257,Solwezi,2019,238595.953125,0.03760731186355404
2372,Solwezi,2020,245925.515625,0.030719559171064725
33,Vubwi,2000,22502.345703125,
148,Vubwi,2001,23749.775390625,0.05543554009690488
263,Vubwi,2002,24043.978515625,0.012387617152629371
378,Vubwi,2003,25080.0,0.043088604645930006
493,Vubwi,2004,25851.83203125,0.030774801883971303
608,Vubwi,2005,26355.69140625,0.019490277299919256
723,Vubwi,2006,27491.625,0.043100124987828003
838,Vubwi,2007,28879.966796875,0.050500535958678316
953,Vubwi,2008,28434.908203125,-0.015410633844570754
1068,Vubwi,2009,30007.271484375,0.05529693537316205
1183,Vubwi,2010,30700.537109375,0.02310325433490301
1298,Vubwi,2011,32220.431640625,0.0495070990398363
1413,Vubwi,2012,33352.44140625,0.0351332899028487
1528,Vubwi,2013,34078.953125,0.021782864705486293
1643,Vubwi,2014,34998.13671875,0.02697217811763397
1758,Vubwi,2015,35462.296875,0.01326242479649875
1873,Vubwi,2016,36228.95703125,0.02161902143429617
1988,Vubwi,2017,37426.10546875,0.03304396636280127
2103,Vubwi,2018,38292.6953125,0.02315468929765041
2218,Vubwi,2019,38944.50390625,0.017021747579550217
2333,Vubwi,2020,39729.86328125,0.02016611578595473
73,Zambezi,2000,58871.44921875,
188,Zambezi,2001,61078.5546875,0.037490252032848836
303,Zambezi,2002,63472.72265625,0.03919817652856117
418,Zambezi,2003,65897.1171875,0.03819584901658968
533,Zambezi,2004,68462.5,0.038930122014299906
648,Zambezi,2005,70863.2109375,0.035066071754610295
763,Zambezi,2006,73469.671875,0.036781581063252355
878,Zambezi,2007,76196.8671875,0.03712001487008143
993,Zambezi,2008,79201.828125,0.03943680427314167
1108,Zambezi,2009,82033.5078125,0.03575270615005133
1223,Zambezi,2010,84895.796875,0.03489170631398819
1338,Zambezi,2011,88432.2890625,0.04165685838024591
1453,Zambezi,2012,91590.3125,0.03571120312477771
1568,Zambezi,2013,95282.21875,0.040308916404232065
1683,Zambezi,2014,98909.953125,0.03807357157077118
1798,Zambezi,2015,102412.2578125,0.0354090218107157
1913,Zambezi,2016,106051.9921875,0.03554002667985068
2028,Zambezi,2017,109526.4375,0.03276171659611249
2143,Zambezi,2018,113200.9765625,0.03354933426461537
2258,Zambezi,2019,116886.546875,0.0325577607580545
2373,Zambezi,2020,120450.1328125,0.030487562792927303
98,Zimba,2000,49122.171875,
213,Zimba,2001,50221.5546875,0.022380582342685695
328,Zimba,2002,52904.31640625,0.05341853185237477
443,Zimba,2003,55613.765625,0.051214142867743506
558,Zimba,2004,58667.44921875,0.0549087723054178
673,Zimba,2005,61790.63671875,0.05323544046298556
788,Zimba,2006,64649.22265625,0.04626244507742028
903,Zimba,2007,68161.2109375,0.05432375111335497
1018,Zimba,2008,71477.3515625,0.04865143355567314
1133,Zimba,2009,75646.3046875,0.05832551198199698
1248,Zimba,2010,79524.375,0.05126582624915477
1363,Zimba,2011,82863.0625,0.04198319697577002
1478,Zimba,2012,88181.875,0.06418797881142768
1593,Zimba,2013,92787.2734375,0.052226134197078444
1708,Zimba,2014,99100.078125,0.06803524291240448
1823,Zimba,2015,104864.8828125,0.05817154533650881
1938,Zimba,2016,109448.890625,0.04371346908093421
2053,Zimba,2017,115171.078125,0.05228182275145832
2168,Zimba,2018,121043.546875,0.05098909244928973
2283,Zimba,2019,127220.4296875,0.0510302529293758
2398,Zimba,2020,132965.421875,0.04515778009563243
